segment_length=2000,segment_step=200.0m,search_width=800m
x_atc_segment_middle,gt1l_veloc,gt1l_correlationValue,gt1r_veloc,gt1r_correlationValue,gt2l_veloc,gt2l_correlationValue,gt2r_veloc,gt2r_correlationValue,gt3l_veloc,gt3l_correlationValue,gt3r_veloc,gt3r_correlationValue
29278298.504,-3215.18,0.913,-3215.18,0.872,3215.18,0.929,3215.18,0.927,1687.97,0.895,1687.97,0.899
29278498.504,-3215.18,0.949,-3215.18,0.932,3215.18,0.947,3215.18,0.945,2170.24,0.89,2170.24,0.893
29278698.504,-3215.18,0.949,-3215.18,0.94,3215.18,0.957,3215.18,0.958,2732.9,0.891,2813.28,0.891
29278898.504,-3215.18,0.925,-3215.18,0.913,3215.18,0.957,3215.18,0.961,3215.18,0.913,3215.18,0.91
29279098.504,-3215.18,0.891,-3054.42,0.876,3215.18,0.94,3215.18,0.948,3215.18,0.934,3215.18,0.93
29279298.504,-2411.38,0.869,-2250.62,0.86,3215.18,0.897,3215.18,0.915,3215.18,0.935,3215.18,0.936
29279498.504,-1768.35,0.863,-1607.59,0.86,3215.18,0.817,3215.18,0.848,3215.18,0.888,3215.18,0.904
29279698.504,-1286.07,0.866,-1205.69,0.867,3215.18,0.668,3215.18,0.722,3215.18,0.77,3215.18,0.809
29279898.504,-1044.93,0.872,-964.55,0.876,nan,0.525,nan,0.52,nan,0.574,nan,0.634
29280098.504,-803.79,0.874,-723.41,0.881,-482.28,0.651,nan,0.619,nan,0.433,nan,0.411
29280298.504,-482.28,0.867,-482.28,0.876,-160.76,0.756,-160.76,0.728,nan,0.571,nan,0.519
29280498.504,-80.38,0.847,-160.76,0.857,80.38,0.837,160.76,0.813,-2652.52,0.695,nan,0.647
29280698.504,241.14,0.815,241.14,0.824,321.52,0.893,321.52,0.877,-2411.38,0.776,-2170.24,0.74
29280898.504,803.79,0.777,803.79,0.784,321.52,0.93,401.9,0.92,-2089.86,0.829,-1848.73,0.803
29281098.504,1366.45,0.74,1446.83,0.744,321.52,0.955,401.9,0.948,-1527.21,0.873,-1527.21,0.856
29281298.504,-3215.18,0.714,2089.86,0.708,321.52,0.975,321.52,0.97,-1125.31,0.917,-1044.93,0.907
29281498.504,-3215.18,0.738,-3215.18,0.732,401.9,0.981,401.9,0.977,-643.04,0.952,-562.66,0.946
29281698.504,-3215.18,0.77,-3215.18,0.766,643.04,0.958,643.04,0.959,-160.76,0.962,-80.38,0.957
29281898.504,-3215.18,0.802,-3215.18,0.802,964.55,0.904,964.55,0.91,160.76,0.939,241.14,0.936
29282098.504,-3215.18,0.832,-3215.18,0.834,1366.45,0.822,1366.45,0.831,482.28,0.886,482.28,0.883
29282298.504,-3215.18,0.853,-3215.18,0.857,1687.97,0.716,1687.97,0.73,723.41,0.811,723.41,0.81
29282498.504,-3215.18,0.862,-3215.18,0.867,nan,0.556,nan,0.582,803.79,0.727,723.41,0.727
29282698.504,-3215.18,0.861,-3215.18,0.867,nan,0.322,nan,0.356,nan,0.649,803.79,0.652
29282898.504,-3215.18,0.856,-3215.18,0.863,nan,0.333,nan,0.33,nan,0.596,nan,0.598
29283098.504,-3215.18,0.849,-3215.18,0.856,nan,0.448,nan,0.435,nan,0.58,nan,0.583
29283298.504,-3215.18,0.84,-3215.18,0.848,nan,0.52,nan,0.491,nan,0.611,nan,0.608
29283498.504,-3215.18,0.831,-3215.18,0.839,nan,0.465,nan,0.449,-803.79,0.674,-803.79,0.669
29283698.504,-3215.18,0.821,-3215.18,0.829,nan,0.441,nan,0.442,-803.79,0.742,-803.79,0.743
29283898.504,-3215.18,0.813,-3215.18,0.821,nan,0.505,nan,0.517,-884.17,0.805,-643.04,0.805
29284098.504,-3215.18,0.806,-3215.18,0.815,nan,0.559,nan,0.569,-723.41,0.855,-562.66,0.855
29284298.504,-3215.18,0.802,-3215.18,0.81,nan,0.606,nan,0.62,-482.28,0.882,-321.52,0.885
29284498.504,-3215.18,0.798,-3215.18,0.806,-3215.18,0.697,-3215.18,0.71,-160.76,0.89,-80.38,0.894
29284698.504,-3134.8,0.792,-3215.18,0.8,-3215.18,0.785,-3215.18,0.791,241.14,0.885,321.52,0.889
29284898.504,-2331.0,0.788,-2572.14,0.794,-3215.18,0.856,-3215.18,0.856,723.41,0.874,723.41,0.879
29285098.504,-1527.21,0.785,-1848.73,0.789,-3215.18,0.903,-3215.18,0.9,1125.31,0.866,1286.07,0.87
29285298.504,-803.79,0.784,-1125.31,0.785,-3215.18,0.921,-3215.18,0.916,1687.97,0.864,1929.11,0.867
29285498.504,-160.76,0.781,-401.9,0.78,-2572.14,0.922,-2491.76,0.918,2411.38,0.871,2652.52,0.874
29285698.504,643.04,0.778,160.76,0.774,-1768.35,0.923,-1687.97,0.923,3215.18,0.894,3215.18,0.897
29285898.504,1366.45,0.772,964.55,0.766,-1044.93,0.927,-964.55,0.928,3215.18,0.916,3215.18,0.919
29286098.504,2089.86,0.763,1527.21,0.756,-241.14,0.932,-241.14,0.932,3215.18,0.922,3215.18,0.925
29286298.504,2893.66,0.752,2331.0,0.744,241.14,0.938,321.52,0.935,3215.18,0.914,3215.18,0.916
29286498.504,3215.18,0.739,-3215.18,0.74,643.04,0.937,803.79,0.93,3215.18,0.897,3215.18,0.899
29286698.504,-3215.18,0.737,-3215.18,0.748,964.55,0.925,1044.93,0.914,3215.18,0.879,3215.18,0.881
29286898.504,-3215.18,0.75,-3215.18,0.759,1125.31,0.904,1125.31,0.891,3215.18,0.853,3215.18,0.854
29287098.504,-3215.18,0.764,-3215.18,0.772,1286.07,0.879,1366.45,0.864,3215.18,0.82,3215.18,0.818
29287298.504,-3215.18,0.773,-3215.18,0.78,1446.83,0.852,1366.45,0.836,3215.18,0.788,3215.18,0.782
29287498.504,-2732.9,0.778,-2893.66,0.784,1527.21,0.821,1527.21,0.804,3215.18,0.762,3215.18,0.75
29287698.504,-1929.11,0.786,-2089.86,0.788,1607.59,0.785,1446.83,0.77,3215.18,0.721,3215.18,0.673
29287898.504,-1205.69,0.796,-1366.45,0.796,1687.97,0.736,1607.59,0.719,nan,0.576,nan,0.461
29288098.504,-562.66,0.806,-723.41,0.805,1929.11,0.652,nan,0.637,nan,0.298,nan,0.188
29288298.504,80.38,0.815,0.0,0.811,nan,0.493,nan,0.491,nan,0.592,nan,0.271
29288498.504,723.41,0.821,643.04,0.815,nan,0.309,nan,0.354,-3215.18,0.768,nan,0.599
29288698.504,1366.45,0.823,1366.45,0.816,nan,0.371,nan,0.4,-3215.18,0.831,-3215.18,0.737
29288898.504,2009.48,0.825,1929.11,0.816,nan,0.543,nan,0.534,-3215.18,0.851,-3215.18,0.801
29289098.504,2732.9,0.827,2652.52,0.817,-964.55,0.665,nan,0.642,-3215.18,0.854,-3215.18,0.824
29289298.504,3215.18,0.834,3215.18,0.822,-803.79,0.723,-643.04,0.696,-3215.18,0.852,-3134.8,0.832
29289498.504,3215.18,0.841,3215.18,0.827,-723.41,0.742,-562.66,0.715,-2732.9,0.857,-2813.28,0.843
29289698.504,3215.18,0.846,3215.18,0.831,-723.41,0.745,-803.79,0.716,-2250.62,0.866,-2572.14,0.857
29289898.504,3215.18,0.848,3215.18,0.833,-3215.18,0.789,-3215.18,0.784,-2009.48,0.876,-2089.86,0.869
29290098.504,3215.18,0.852,3215.18,0.836,-3215.18,0.842,-3215.18,0.847,-1768.35,0.875,-2009.48,0.871
29290298.504,3215.18,0.859,3215.18,0.843,-3215.18,0.87,-3215.18,0.88,-3215.18,0.866,-3215.18,0.872
29290498.504,3215.18,0.871,3215.18,0.856,-3215.18,0.881,-3215.18,0.895,-3215.18,0.854,-3215.18,0.863
29290698.504,3215.18,0.888,3215.18,0.873,-3215.18,0.883,-3215.18,0.899,-3215.18,0.833,-3215.18,0.843
29290898.504,3215.18,0.904,3215.18,0.891,-3215.18,0.886,-3215.18,0.903,-3215.18,0.807,-3215.18,0.818
29291098.504,3215.18,0.918,3215.18,0.906,-3215.18,0.895,-3215.18,0.909,-3215.18,0.785,-3215.18,0.795
29291298.504,3215.18,0.926,3215.18,0.916,-3215.18,0.899,-3215.18,0.91,-3215.18,0.773,-3215.18,0.78
29291498.504,3215.18,0.928,3215.18,0.921,-3215.18,0.888,-3215.18,0.897,-3215.18,0.771,-3215.18,0.773
29291698.504,3215.18,0.927,3215.18,0.922,-2652.52,0.867,-2732.9,0.874,-3215.18,0.775,-3215.18,0.773
29291898.504,3215.18,0.925,3215.18,0.919,-1848.73,0.869,-1929.11,0.873,-3215.18,0.784,-3215.18,0.776
29292098.504,3215.18,0.923,3215.18,0.915,-1125.31,0.887,-1205.69,0.887,-3215.18,0.791,-3215.18,0.778
29292298.504,3215.18,0.921,3215.18,0.909,-562.66,0.908,-643.04,0.906,-3215.18,0.793,-3215.18,0.777
29292498.504,3215.18,0.908,3215.18,0.892,0.0,0.925,-80.38,0.922,-3215.18,0.795,-3215.18,0.777
29292698.504,3215.18,0.867,3215.18,0.849,401.9,0.935,401.9,0.932,-3215.18,0.797,-3215.18,0.778
29292898.504,3215.18,0.794,3215.18,0.785,803.79,0.936,803.79,0.934,-2813.28,0.795,-2411.38,0.778
29293098.504,3215.18,0.725,3215.18,0.736,1044.93,0.928,1125.31,0.926,-1848.73,0.796,-1446.83,0.783
29293298.504,3215.18,0.701,3215.18,0.728,1366.45,0.916,1446.83,0.912,-803.79,0.803,-643.04,0.794
29293498.504,723.41,0.724,884.17,0.764,1768.35,0.902,1848.73,0.899,-80.38,0.817,160.76,0.809
29293698.504,562.66,0.808,803.79,0.83,2170.24,0.893,2331.0,0.892,401.9,0.835,803.79,0.829
29293898.504,562.66,0.864,723.41,0.875,2732.9,0.891,2893.66,0.894,1044.93,0.855,1446.83,0.852
29294098.504,562.66,0.885,723.41,0.897,3215.18,0.903,3215.18,0.906,1768.35,0.873,2170.24,0.875
29294298.504,643.04,0.88,884.17,0.898,3215.18,0.907,3215.18,0.905,2411.38,0.884,2893.66,0.894
29294498.504,884.17,0.856,1205.69,0.883,3215.18,0.892,3215.18,0.881,2893.66,0.881,3215.18,0.9
29294698.504,1286.07,0.808,1687.97,0.864,3215.18,0.855,3215.18,0.835,3134.8,0.849,3215.18,0.878
29294898.504,1607.59,0.723,2331.0,0.856,3215.18,0.781,3215.18,0.77,1446.83,0.803,3215.18,0.833
29295098.504,nan,0.575,3215.18,0.89,3215.18,0.707,3215.18,0.715,1286.07,0.801,1527.21,0.812
29295298.504,nan,0.359,3215.18,0.921,nan,0.645,3215.18,0.681,1527.21,0.783,1687.97,0.8
29295498.504,nan,0.325,3215.18,0.852,-643.04,0.712,-482.28,0.731,1687.97,0.738,2009.48,0.757
29295698.504,nan,0.43,3215.18,0.765,-241.14,0.795,-241.14,0.813,1768.35,0.66,2089.86,0.685
29295898.504,nan,0.562,3215.18,0.683,241.14,0.753,241.14,0.824,nan,0.544,nan,0.566
29296098.504,nan,0.617,nan,0.557,nan,0.642,643.04,0.762,nan,0.428,nan,0.417
29296298.504,nan,0.616,nan,0.569,nan,0.526,884.17,0.666,nan,0.395,nan,0.305
29296498.504,nan,0.613,nan,0.645,nan,0.45,nan,0.565,nan,0.468,nan,0.342
29296698.504,-241.14,0.658,0.0,0.753,nan,0.491,nan,0.528,nan,0.586,nan,0.482
29296898.504,-803.79,0.745,241.14,0.846,nan,0.574,nan,0.566,321.52,0.683,nan,0.626
29297098.504,-482.28,0.824,321.52,0.867,nan,0.636,nan,0.616,241.14,0.731,0.0,0.758
29297298.504,80.38,0.893,723.41,0.836,-964.55,0.683,-562.66,0.652,241.14,0.757,160.76,0.824
29297498.504,321.52,0.949,964.55,0.756,-1125.31,0.734,-643.04,0.694,321.52,0.782,321.52,0.867
29297698.504,321.52,0.964,401.9,0.662,-1125.31,0.79,-803.79,0.746,321.52,0.743,321.52,0.848
29297898.504,321.52,0.902,nan,0.599,-1044.93,0.842,-723.41,0.806,nan,0.632,401.9,0.754
29298098.504,482.28,0.72,nan,0.477,-803.79,0.894,-643.04,0.866,nan,0.557,401.9,0.696
29298298.504,nan,0.509,nan,0.337,-482.28,0.934,-401.9,0.914,nan,0.533,321.52,0.675
29298498.504,nan,0.357,nan,0.246,-80.38,0.946,-80.38,0.928,nan,0.644,0.0,0.7
29298698.504,nan,0.261,nan,0.314,401.9,0.932,401.9,0.912,-160.76,0.743,0.0,0.763
29298898.504,nan,0.44,nan,0.581,964.55,0.907,803.79,0.882,160.76,0.772,321.52,0.774
29299098.504,nan,0.629,-2331.0,0.696,1286.07,0.868,1125.31,0.84,241.14,0.755,482.28,0.731
29299298.504,-1848.73,0.704,-1929.11,0.734,1125.31,0.817,884.17,0.791,160.76,0.734,401.9,0.679
29299498.504,-1607.59,0.746,-1768.35,0.761,884.17,0.783,643.04,0.768,80.38,0.742,321.52,0.664
29299698.504,-1527.21,0.782,-2009.48,0.793,884.17,0.769,643.04,0.763,80.38,0.761,160.76,0.673
29299898.504,-1205.69,0.817,-1848.73,0.824,964.55,0.755,803.79,0.758,0.0,0.778,80.38,0.692
29300098.504,-1125.31,0.847,-1607.59,0.85,1044.93,0.724,884.17,0.741,-80.38,0.793,-3215.18,0.736
29300298.504,-964.55,0.868,-1366.45,0.863,1044.93,0.676,884.17,0.709,0.0,0.808,-241.14,0.769
29300498.504,-723.41,0.874,-1044.93,0.861,nan,0.631,723.41,0.685,321.52,0.81,80.38,0.789
29300698.504,-401.9,0.866,-803.79,0.845,nan,0.609,562.66,0.685,803.79,0.797,482.28,0.791
29300898.504,-80.38,0.849,-321.52,0.821,241.14,0.654,321.52,0.735,1527.21,0.777,-884.17,0.806
29301098.504,401.9,0.831,80.38,0.802,241.14,0.74,321.52,0.803,-160.76,0.781,-80.38,0.822
29301298.504,1044.93,0.818,401.9,0.789,482.28,0.787,643.04,0.831,321.52,0.813,241.14,0.851
29301498.504,1687.97,0.812,-723.41,0.785,803.79,0.784,964.55,0.81,723.41,0.869,562.66,0.903
29301698.504,2732.9,0.812,80.38,0.787,1044.93,0.729,1205.69,0.735,1125.31,0.908,803.79,0.934
29301898.504,3215.18,0.82,482.28,0.79,643.04,0.674,nan,0.646,1286.07,0.904,1125.31,0.923
29302098.504,3215.18,0.823,1205.69,0.791,401.9,0.685,nan,0.623,1446.83,0.88,1286.07,0.891
29302298.504,3215.18,0.817,1768.35,0.784,321.52,0.727,401.9,0.666,1687.97,0.846,1607.59,0.847
29302498.504,3215.18,0.809,2813.28,0.775,321.52,0.764,321.52,0.719,2009.48,0.8,1929.11,0.793
29302698.504,3215.18,0.806,3215.18,0.776,482.28,0.768,482.28,0.751,2250.62,0.742,2170.24,0.724
29302898.504,3215.18,0.799,3215.18,0.772,884.17,0.761,964.55,0.756,2411.38,0.675,nan,0.635
29303098.504,3215.18,0.777,160.76,0.773,1446.83,0.747,1446.83,0.743,nan,0.567,nan,0.521
29303298.504,562.66,0.789,482.28,0.804,0.0,0.736,-160.76,0.742,nan,0.434,nan,0.49
29303498.504,964.55,0.81,884.17,0.823,160.76,0.767,160.76,0.774,nan,0.585,nan,0.648
29303698.504,1446.83,0.811,1366.45,0.822,562.66,0.798,482.28,0.803,-401.9,0.725,-482.28,0.767
29303898.504,1929.11,0.787,1929.11,0.8,803.79,0.816,803.79,0.817,80.38,0.832,0.0,0.85
29304098.504,3215.18,0.764,3215.18,0.778,723.41,0.807,803.79,0.798,321.52,0.888,321.52,0.892
29304298.504,3215.18,0.753,3215.18,0.77,562.66,0.809,562.66,0.791,321.52,0.916,401.9,0.912
29304498.504,643.04,0.782,723.41,0.786,401.9,0.839,482.28,0.821,241.14,0.923,321.52,0.921
29304698.504,723.41,0.81,723.41,0.802,401.9,0.889,401.9,0.875,160.76,0.923,241.14,0.929
29304898.504,1044.93,0.8,1044.93,0.792,482.28,0.919,482.28,0.919,401.9,0.9,482.28,0.922
29305098.504,1446.83,0.771,1527.21,0.766,723.41,0.909,643.04,0.915,562.66,0.819,723.41,0.868
29305298.504,2089.86,0.734,2170.24,0.731,1044.93,0.838,964.55,0.845,643.04,0.695,884.17,0.759
29305498.504,2974.04,0.691,3134.8,0.7,1527.21,0.674,1366.45,0.676,nan,0.553,nan,0.628
29305698.504,nan,0.646,3215.18,0.672,nan,0.431,nan,0.381,nan,0.444,nan,0.513
29305898.504,-160.76,0.671,-160.76,0.689,nan,0.521,nan,0.528,nan,0.493,nan,0.407
29306098.504,321.52,0.756,80.38,0.771,-3215.18,0.779,-3215.18,0.66,-1044.93,0.67,nan,0.596
29306298.504,401.9,0.779,401.9,0.799,-2652.52,0.77,-3215.18,0.748,-482.28,0.804,-482.28,0.731
29306498.504,643.04,0.718,884.17,0.764,-1768.35,0.786,-2009.48,0.738,0.0,0.902,0.0,0.82
29306698.504,nan,0.638,1205.69,0.703,-1044.93,0.849,-1205.69,0.809,321.52,0.946,321.52,0.868
29306898.504,nan,0.569,nan,0.64,-482.28,0.899,-562.66,0.889,321.52,0.933,482.28,0.874
29307098.504,nan,0.615,nan,0.622,0.0,0.937,0.0,0.944,241.14,0.875,160.76,0.859
29307298.504,-3215.18,0.704,-3215.18,0.692,321.52,0.954,321.52,0.972,321.52,0.781,241.14,0.809
29307498.504,-3215.18,0.804,-3215.18,0.787,401.9,0.956,401.9,0.978,401.9,0.721,401.9,0.78
29307698.504,-3215.18,0.884,-3215.18,0.869,321.52,0.96,401.9,0.974,401.9,0.701,401.9,0.773
29307898.504,-3215.18,0.927,-3215.18,0.914,321.52,0.97,401.9,0.974,80.38,0.704,321.52,0.771
29308098.504,-3215.18,0.941,-3215.18,0.932,321.52,0.983,401.9,0.98,80.38,0.771,241.14,0.809
29308298.504,-3215.18,0.931,-3215.18,0.923,482.28,0.978,482.28,0.978,321.52,0.796,482.28,0.817
29308498.504,-3054.42,0.907,-2813.28,0.897,643.04,0.935,643.04,0.944,482.28,0.747,643.04,0.755
29308698.504,-2089.86,0.894,-1848.73,0.89,803.79,0.853,884.17,0.874,321.52,0.695,562.66,0.677
29308898.504,-1446.83,0.898,-1125.31,0.9,1044.93,0.728,1205.69,0.759,321.52,0.699,401.9,0.66
29309098.504,-803.79,0.905,-562.66,0.909,nan,0.529,nan,0.571,321.52,0.714,482.28,0.656
29309298.504,-160.76,0.906,0.0,0.912,nan,0.367,nan,0.332,241.14,0.683,nan,0.61
29309498.504,321.52,0.898,401.9,0.903,nan,0.418,nan,0.349,nan,0.569,nan,0.527
29309698.504,562.66,0.877,643.04,0.879,nan,0.453,nan,0.399,nan,0.517,nan,0.628
29309898.504,723.41,0.853,803.79,0.848,nan,0.394,nan,0.38,nan,0.603,-3215.18,0.701
29310098.504,884.17,0.83,803.79,0.816,nan,0.492,nan,0.335,-3215.18,0.755,-3215.18,0.811
29310298.504,1205.69,0.805,1125.31,0.777,-3215.18,0.714,nan,0.575,-3215.18,0.803,-3215.18,0.839
29310498.504,1687.97,0.767,1607.59,0.72,-3215.18,0.837,-3215.18,0.77,-1446.83,0.775,-1527.21,0.793
29310698.504,2170.24,0.716,nan,0.646,-3215.18,0.908,-3215.18,0.882,-723.41,0.796,-803.79,0.799
29310898.504,3215.18,0.656,-3215.18,0.678,-3215.18,0.926,-3215.18,0.911,-401.9,0.831,-401.9,0.824
29311098.504,-3215.18,0.735,-3215.18,0.79,-3215.18,0.911,-3215.18,0.896,-241.14,0.859,-241.14,0.844
29311298.504,-3215.18,0.821,-3215.18,0.88,-3215.18,0.893,-3215.18,0.877,-80.38,0.873,-80.38,0.854
29311498.504,-3215.18,0.889,-3215.18,0.935,-3215.18,0.884,-3215.18,0.868,-160.76,0.888,-160.76,0.864
29311698.504,-3215.18,0.928,-3215.18,0.959,-3215.18,0.882,-3215.18,0.866,-80.38,0.906,-160.76,0.881
29311898.504,-3215.18,0.947,-3215.18,0.964,-3054.42,0.886,-2813.28,0.874,0.0,0.923,0.0,0.901
29312098.504,-3215.18,0.95,-3215.18,0.956,-2572.14,0.89,-2250.62,0.884,241.14,0.933,241.14,0.913
29312298.504,-3215.18,0.936,-3215.18,0.937,-2009.48,0.888,-1768.35,0.887,643.04,0.929,643.04,0.912
29312498.504,-3215.18,0.908,-3134.8,0.909,-1366.45,0.883,-1125.31,0.885,1205.69,0.915,1205.69,0.901
29312698.504,-2491.76,0.885,-2411.38,0.89,-723.41,0.88,-482.28,0.883,2009.48,0.91,2009.48,0.895
29312898.504,-1848.73,0.878,-1768.35,0.883,-80.38,0.878,0.0,0.882,2974.04,0.926,2974.04,0.909
29313098.504,-1366.45,0.878,-1205.69,0.882,482.28,0.876,643.04,0.881,3215.18,0.948,3215.18,0.931
29313298.504,-884.17,0.881,-723.41,0.882,1205.69,0.878,1286.07,0.882,3215.18,0.951,3215.18,0.937
29313498.504,-482.28,0.885,-321.52,0.883,1929.11,0.883,2009.48,0.888,3215.18,0.945,3215.18,0.933
29313698.504,-80.38,0.891,80.38,0.886,2732.9,0.895,2813.28,0.901,3215.18,0.924,3215.18,0.915
29313898.504,241.14,0.896,562.66,0.889,3215.18,0.915,3215.18,0.923,3215.18,0.884,3215.18,0.886
29314098.504,723.41,0.901,964.55,0.892,3215.18,0.932,3215.18,0.937,3215.18,0.806,3215.18,0.821
29314298.504,1205.69,0.904,1527.21,0.897,3215.18,0.941,3215.18,0.944,3215.18,0.668,3215.18,0.708
29314498.504,1848.73,0.908,2170.24,0.904,3215.18,0.941,3215.18,0.943,nan,0.469,nan,0.538
29314698.504,2491.76,0.918,2893.66,0.92,3215.18,0.935,3215.18,0.934,nan,0.476,nan,0.45
29314898.504,3215.18,0.935,3215.18,0.94,3215.18,0.916,3215.18,0.914,nan,0.604,nan,0.562
29315098.504,3215.18,0.944,3215.18,0.948,3215.18,0.879,3215.18,0.874,-1848.73,0.71,-1527.21,0.677
29315298.504,3215.18,0.937,3215.18,0.941,3215.18,0.815,3215.18,0.807,-1607.59,0.793,-1366.45,0.767
29315498.504,3215.18,0.917,3215.18,0.922,3215.18,0.731,3215.18,0.715,-1205.69,0.855,-1044.93,0.835
29315698.504,3215.18,0.885,3215.18,0.895,nan,0.648,nan,0.636,-723.41,0.903,-562.66,0.89
29315898.504,3215.18,0.844,3215.18,0.858,nan,0.593,nan,0.574,-321.52,0.935,-241.14,0.931
29316098.504,3215.18,0.788,3215.18,0.81,nan,0.577,nan,0.548,0.0,0.952,80.38,0.955
29316298.504,2732.9,0.721,3215.18,0.752,nan,0.601,nan,0.579,321.52,0.955,401.9,0.965
29316498.504,nan,0.631,2813.28,0.671,401.9,0.684,321.52,0.684,562.66,0.945,643.04,0.961
29316698.504,nan,0.457,nan,0.487,321.52,0.802,241.14,0.825,723.41,0.927,884.17,0.945
29316898.504,nan,0.333,nan,0.28,482.28,0.883,401.9,0.903,1044.93,0.906,1125.31,0.925
29317098.504,nan,0.425,nan,0.355,723.41,0.841,643.04,0.844,1446.83,0.885,1607.59,0.904
29317298.504,nan,0.621,nan,0.566,884.17,0.737,803.79,0.726,1929.11,0.87,2170.24,0.888
29317498.504,-401.9,0.783,-321.52,0.776,nan,0.618,nan,0.605,2652.52,0.866,2652.52,0.886
29317698.504,0.0,0.858,160.76,0.867,nan,0.486,nan,0.512,3215.18,0.887,3215.18,0.909
29317898.504,401.9,0.88,401.9,0.881,nan,0.495,nan,0.587,3215.18,0.901,3215.18,0.932
29318098.504,643.04,0.869,562.66,0.856,nan,0.607,241.14,0.744,3215.18,0.878,3215.18,0.923
29318298.504,562.66,0.856,482.28,0.839,nan,0.644,401.9,0.818,3215.18,0.822,3215.18,0.852
29318498.504,482.28,0.869,401.9,0.855,nan,0.567,562.66,0.761,3215.18,0.747,3215.18,0.731
29318698.504,401.9,0.893,401.9,0.873,nan,0.452,nan,0.615,nan,0.638,nan,0.572
29318898.504,482.28,0.904,401.9,0.866,nan,0.415,nan,0.501,nan,0.477,nan,0.371
29319098.504,562.66,0.868,482.28,0.81,nan,0.453,nan,0.485,nan,0.586,nan,0.478
29319298.504,723.41,0.81,643.04,0.741,nan,0.558,nan,0.541,-3215.18,0.751,-3215.18,0.698
29319498.504,1044.93,0.746,964.55,0.669,-643.04,0.719,-401.9,0.69,-3215.18,0.864,-3215.18,0.829
29319698.504,1527.21,0.659,nan,0.56,-321.52,0.794,-80.38,0.788,-3215.18,0.902,-3215.18,0.863
29319898.504,nan,0.502,nan,0.586,-80.38,0.802,160.76,0.787,-3215.18,0.9,-3215.18,0.866
29320098.504,nan,0.551,-3215.18,0.709,160.76,0.765,401.9,0.722,-3215.18,0.901,-3215.18,0.877
29320298.504,-3215.18,0.704,-3215.18,0.811,-3215.18,0.742,-3215.18,0.652,-3215.18,0.921,-3215.18,0.905
29320498.504,-3215.18,0.823,-3215.18,0.877,-3215.18,0.771,-3215.18,0.719,-3215.18,0.939,-3215.18,0.93
29320698.504,-3215.18,0.87,-3215.18,0.888,-3215.18,0.779,-3215.18,0.764,-3215.18,0.944,-3215.18,0.942
29320898.504,-3215.18,0.868,-3215.18,0.88,-2250.62,0.772,-3215.18,0.771,-3215.18,0.939,-3215.18,0.94
29321098.504,-3215.18,0.865,-3215.18,0.878,-1125.31,0.793,-1286.07,0.791,-3215.18,0.923,-3215.18,0.928
29321298.504,-3215.18,0.862,-3215.18,0.877,-482.28,0.795,-643.04,0.802,-3215.18,0.905,-3215.18,0.915
29321498.504,-2411.38,0.851,-2572.14,0.862,-3215.18,0.777,-3215.18,0.785,-3215.18,0.893,-3215.18,0.906
29321698.504,-1607.59,0.858,-1768.35,0.865,-3215.18,0.812,-3215.18,0.819,-3215.18,0.888,-3215.18,0.9
29321898.504,-803.79,0.871,-964.55,0.878,-3215.18,0.816,-3215.18,0.821,-3215.18,0.883,-3215.18,0.894
29322098.504,-80.38,0.88,-241.14,0.889,-3215.18,0.812,-3215.18,0.813,-3215.18,0.869,-3215.18,0.878
29322298.504,401.9,0.892,241.14,0.903,-3215.18,0.818,-3215.18,0.817,-2491.76,0.847,-2491.76,0.856
29322498.504,482.28,0.902,482.28,0.919,-3215.18,0.823,-3215.18,0.823,-1527.21,0.839,-1527.21,0.847
29322698.504,562.66,0.914,562.66,0.932,-3215.18,0.828,-3215.18,0.827,-723.41,0.846,-723.41,0.852
29322898.504,643.04,0.926,643.04,0.934,-3215.18,0.841,-3215.18,0.839,-80.38,0.861,-80.38,0.866
29323098.504,803.79,0.905,884.17,0.897,-3215.18,0.857,-3215.18,0.855,562.66,0.875,562.66,0.879
29323298.504,964.55,0.835,1125.31,0.812,-3215.18,0.862,-3215.18,0.86,1125.31,0.884,1125.31,0.888
29323498.504,1044.93,0.714,1446.83,0.692,-3215.18,0.851,-3215.18,0.849,1768.35,0.888,1768.35,0.893
29323698.504,nan,0.573,nan,0.561,-2893.66,0.833,-2411.38,0.831,2491.76,0.889,2411.38,0.894
29323898.504,nan,0.442,nan,0.432,-1527.21,0.826,-1446.83,0.827,3215.18,0.892,3134.8,0.895
29324098.504,nan,0.334,nan,0.456,-3215.18,0.821,-723.41,0.825,3215.18,0.887,3215.18,0.89
29324298.504,nan,0.563,nan,0.641,-3215.18,0.815,-80.38,0.815,3215.18,0.87,3215.18,0.874
29324498.504,-1607.59,0.676,-1848.73,0.723,-3215.18,0.802,-3215.18,0.797,2572.14,0.85,2732.9,0.85
29324698.504,-1366.45,0.756,-1527.21,0.785,-3215.18,0.784,-3215.18,0.777,2893.66,0.812,2974.04,0.808
29324898.504,-964.55,0.823,-1044.93,0.841,-2572.14,0.766,-2331.0,0.76,3134.8,0.739,3215.18,0.732
29325098.504,-562.66,0.866,-643.04,0.877,-1687.97,0.76,-1446.83,0.754,nan,0.626,nan,0.623
29325298.504,-241.14,0.897,-321.52,0.899,-803.79,0.765,-643.04,0.76,nan,0.492,nan,0.507
29325498.504,0.0,0.923,-160.76,0.917,-80.38,0.777,160.76,0.774,nan,0.484,nan,0.476
